Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend.1,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%),Type
GRNB,VanEck Green Bond ETF,Bond,124468000,21057,23.68,False,False,False,False,-0.05%,-1.17%,0.95%,5.83%,2.53%,0.24%,0.0,1.19978,11.922865,31.138165,30.70466,106.01315,Total Bond Market,2017-03-03,0.20%,0.94,2025-04-01,0.09,3.95%,Monthly,0.45%,,0.17,13.88%,6.11%,4.80%,4.42%,VanEck,445,8.50%,11.48%,26.69%,40%,20%,1099.0,23.57,24.12,23.65,23.74,44.4,B-,B+,nan,B,B,B+,nan,6.44,65.18%,49.28%,661.13,10.28%,8.85%,Bond
EMTL,SPDR DoubleLine Emerging Markets Fixed Income ETF,Bond,97852300,13892,42.13,False,False,False,False,-0.12%,-1.57%,1.39%,6.46%,3.50%,2.90%,0.0,6.407252,8.544685,11.728321,20.546535,16.153046,Emerging Markets Bonds,2016-04-13,0.65%,2.25,2025-04-01,0.19,5.31%,Monthly,0.87%,,0.33,1.50%,6.34%,4.51%,3.63%,State Street,130,22.85%,32.02%,72.22%,40%,20%,1099.0,41.78,43.15,42.08,42.18,42.21,B,C,B+,A-,C+,C+,nan,5.28,89.78%,24.68%,562.22,1.19%,1.24%,Bond
HYBB,iShares BB Rated Corporate Bond ETF,Bond,212943000,125330,45.22,False,False,False,False,-0.29%,-2.12%,-0.16%,6.31%,4.48%,nan,-174.62097,-174.60413,-163.03468,-154.025485,123.624605,198.18611,High Yield Bonds,2020-10-06,0.25%,2.91,2025-04-01,0.24,6.37%,Monthly,0.98%,,0.42,9.93%,14.79%,9.89%,7.73%,BlackRock Inc.,979,4.46%,6.11%,15.25%,40%,20%,1099.0,44.57,46.58,45.11,45.42,44.57,B+,A,nan,B-,B,C,nan,5.95,7.56%,35.28%,300.62,9.57%,3.29%,Bond
AVIG,Avantis Core Fixed Income ETF,Bond,1075050000,139644,40.63,False,False,False,False,-0.01%,-1.44%,1.22%,6.01%,1.44%,nan,0.0,12.4036,135.380775,380.754365,898.410285,1099.884235,Total Bond Market,2020-10-13,0.15%,1.88,2025-04-01,0.14,4.60%,Monthly,0.82%,,0.27,28.86%,8.18%,6.39%,5.80%,American Century Investments,681,14.62%,20.10%,43.71%,40%,20%,1099.0,40.32,41.64,40.54,40.79,45.22,B+,A-,nan,C+,B-,B-,nan,6.45,89.47%,49.89%,262.02,6.74%,1.79%,Bond
SCHQ,Schwab Long-Term U.S. Treasury ETF,Bond,938700000,454417,31.12,False,False,False,False,-1.49%,-4.86%,0.05%,1.90%,-6.32%,-9.32%,44.646,44.8765,243.722,347.2255,951.232,1018.6255,Government Bonds,2019-10-10,0.03%,1.41,2025-04-01,0.10,4.44%,Monthly,1.10%,,0.14,51.00%,17.81%,14.70%,13.31%,The Charles Schwab Corp.,91,22.26%,30.93%,77.83%,40%,20%,1099.0,30.88,33.43,30.99,31.37,40.09,B,A,C+,C+,B,B+,nan,5.86,22.73%,33.10%,1.62,0.00%,0.00%,Bond
SHYL,Xtrackers Short Duration High Yield Bond ETF,Bond,146623000,34462,43.70,False,False,False,False,0.35%,-1.79%,-0.61%,7.66%,5.69%,6.13%,0.0,-6.51935,16.02895,45.33505,61.03635,-40.86685,High Yield Bonds,2018-01-10,0.20%,3.29,2025-04-01,0.29,7.43%,Monthly,1.23%,,0.34,11.62%,14.54%,9.86%,7.48%,DWS,772,6.18%,8.41%,19.57%,40%,20%,1099.0,42.66,44.97,43.61,43.77,45.92,B-,A,C+,A-,A-,A,nan,5.44,35.46%,26.98%,255.54,8.32%,2.93%,Bond
FFIU,UVA Unconstrained Medium-Term Fixed Income ETF,Bond,45922800,4106,21.29,False,False,False,False,-0.61%,-2.67%,0.89%,4.32%,0.66%,-0.52%,0.0,1.097637,1.112131,4.367574,-19.052827,5.980423,Corporate Bonds,2017-08-18,0.54%,0.85,2025-03-28,0.22,3.98%,Quarterly,0.47%,,0.22,89.91%,12.58%,12.87%,12.86%,Mcivy Co. LLC,123,25.63%,33.01%,66.22%,40%,20%,1099.0,21.23,22.24,21.12,21.58,42.9,C+,C,B,B,C+,B,nan,6.09,11.34%,38.01%,107.64,8.81%,0.52%,Bond
LQDI,iShares Inflation Hedged Corporate Bond ETF,Bond,88244800,9435,25.23,False,False,False,False,0.16%,-3.04%,0.24%,3.83%,0.71%,3.45%,0.0,-1.29864,35.69253,44.803105,-9.24976,98.731765,Inflation-Protected Bonds,2018-05-08,0.18%,1.17,2025-04-02,0.10,4.53%,Monthly,0.47%,,0.43,49.30%,11.14%,8.64%,7.84%,BlackRock Inc.,2,100.00%,100.00%,100.00%,40%,20%,1099.0,24.86,26.39,25.16,25.37,40.69,C,B,A,C+,B-,A,nan,6.53,97.69%,53.10%,145.69,11.65%,1.87%,Bond
LQDB,iShares BBB Rated Corporate Bond ETF,Bond,42063800,1243,84.07,False,False,False,False,0.00%,-2.09%,0.22%,5.54%,2.38%,nan,0.0,0.0,0.0,8.730994,-11.409456,-20.739336,Corporate Bonds,2021-05-18,0.15%,3.91,2025-04-01,0.35,4.63%,Monthly,1.74%,,0.41,32.26%,10.54%,7.67%,6.53%,BlackRock Inc.,1049,7.93%,9.40%,17.59%,40%,20%,1099.0,83.29,86.58,83.96,84.29,43.31,C,B,nan,B-,B-,A,nan,6.56,63.92%,54.23%,209.81,9.77%,3.44%,Bond
IBMQ,iShares iBonds Dec 2028 Term Muni Bond ETF,Bond,429278000,82351,24.97,False,False,False,False,-0.20%,-1.15%,-0.23%,1.91%,2.06%,0.30%,6.244337,11.265596,33.920062,118.602818,356.166203,399.766033,National Munis,2019-04-16,0.18%,0.60,2025-04-01,0.05,2.40%,Monthly,0.28%,,0.14,20.55%,5.96%,4.09%,3.58%,BlackRock Inc.,1302,5.91%,7.70%,17.10%,40%,20%,1099.0,24.89,25.39,24.93,25.04,41.66,B-,B+,nan,B,C+,C+,nan,,nan,nan,nan,nan,nan,Bond
ISHG,iShares 1-3 Year International Treasury Bond ETF,Bond,156672000,48971,75.00,False,False,False,False,1.57%,6.26%,11.33%,11.81%,1.40%,0.33%,18.465255,61.748285,79.30947,68.22284,82.336555,102.58248,International Government Bonds,2009-01-21,0.35%,1.72,2024-12-18,1.72,2.32%,Annually,1.63%,,0.18,37.50%,11.91%,9.81%,8.72%,BlackRock Inc.,156,17.55%,24.95%,61.16%,40%,20%,1099.0,68.67,75.04,74.57,75.43,75.56,B-,A,B+,A-,A-,B-,A-,6.66,75.00%,58.18%,0.0,0.00%,0.00%,Bond
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,Bond,48529000,132214,37.14,False,False,False,False,-0.40%,-3.62%,-0.24%,4.31%,1.97%,1.96%,0.0,-111.776,-455.859,-603.582,0.354,-14.005,Emerging Markets Bonds,2018-01-29,0.39%,2.67,2025-04-01,0.20,7.10%,Monthly,0.81%,,0.45,71.61%,14.65%,10.14%,8.66%,JPMorgan Chase,200,12.97%,17.95%,43.80%,40%,20%,1099.0,36.70,38.84,37.00,37.33,40.77,B,B,A-,B-,B+,B+,nan,3.84,20.45%,3.99%,775.04,0.25%,0.13%,Bond
DYLD,LeaderShares Dynamic Yield ETF,Bond,55002500,15548,22.36,False,False,False,False,0.20%,-1.60%,0.53%,5.03%,2.56%,nan,0.0,-3.376,-9.041,-18.0565,-32.0635,62.262,Total Bond Market,2021-06-28,0.75%,1.04,2025-03-27,0.09,4.64%,Monthly,0.34%,,0.28,10.57%,4.55%,4.37%,3.81%,Redwood,216,53.97%,55.32%,64.20%,40%,20%,1099.0,22.21,22.63,22.30,22.44,46.43,B,C,nan,B+,C+,C+,nan,5.8,23.92%,32.12%,78.04,5.26%,0.22%,Bond
PST,ProShares UltraShort 7-10 Year Treasury,Bond,15215900,19449,23.45,True,-2x,False,False,0.60%,2.22%,-1.47%,-1.68%,8.91%,10.60%,0.0,1.14947,1.201485,-2.278285,-122.053065,-49.52782,Inverse Bonds,2008-05-01,0.95%,0.87,2025-03-26,0.17,3.71%,Quarterly,0.93%,,-0.1,61.77%,20.30%,16.11%,14.39%,Proshare Advisors LLC,2,100.00%,100.00%,100.00%,40%,20%,1099.0,21.75,24.12,nan,nan,53.41,A,C+,B+,A,B+,C,A-,,nan,nan,nan,nan,nan,Bond
HYXU,iShares International High Yield Bond ETF,Bond,41580100,5998,51.97,False,False,False,False,1.93%,4.58%,10.55%,14.48%,6.28%,5.59%,0.0,-4.8384,-4.8384,-9.86757,-9.51785,-1.26812,High Yield Bonds,2012-04-03,0.40%,2.40,2024-12-18,2.40,4.62%,Annually,1.25%,,0.57,17.92%,13.68%,11.35%,10.30%,BlackRock Inc.,326,8.81%,11.63%,26.87%,40%,20%,1099.0,47.76,51.89,51.82,52.17,69.3,B-,B,C+,C,C+,C,A,6.14,76.87%,39.32%,114.56,8.04%,4.71%,Bond
RDFI,Rareview Dynamic Fixed Income ETF,Bond,51165800,12214,22.52,False,False,False,False,-0.09%,-4.27%,-2.01%,9.51%,4.41%,nan,-1.3572,-1.3684,-2.3152,16.1705,6.04345,54.40642,Total Bond Market,2020-10-21,4.46%,1.96,2025-04-02,0.16,8.57%,Monthly,0.96%,,0.45,38.15%,18.49%,12.27%,9.86%,Neil Azous Revocable Trust,33,58.04%,71.39%,100.02%,40%,20%,1099.0,21.91,24.04,22.44,22.66,39.46,C+,C,nan,C,C,A,nan,,nan,nan,nan,nan,nan,Bond
PHYL,PGIM Active High Yield Bond ETF,Bond,249834000,80321,34.04,False,False,False,False,0.35%,-2.09%,-0.28%,8.34%,4.74%,6.02%,-5.94825,-12.476575,54.060925,129.678475,167.170015,236.252388,High Yield Bonds,2018-09-24,0.39%,2.79,2025-04-01,0.24,8.13%,Monthly,1.00%,0.41,0.45,10.59%,10.62%,7.19%,5.78%,Prudential,617,16.56%,19.83%,34.80%,40%,20%,1099.0,33.33,35.09,33.99,34.09,44.01,C+,C+,B+,B+,B,A,nan,5.31,21.28%,25.05%,341.18,7.75%,2.88%,Bond
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,Bond,516926000,82435,25.07,False,False,False,False,-0.04%,-0.66%,0.33%,2.76%,2.20%,0.56%,5.006944,5.006944,16.326704,93.226702,429.615282,499.171412,National Munis,2019-04-09,0.18%,0.60,2025-04-01,0.05,2.40%,Monthly,0.27%,,0.12,1.25%,3.58%,2.49%,2.63%,BlackRock Inc.,1426,5.01%,6.52%,14.72%,40%,20%,1099.0,24.98,25.33,25.04,25.10,44.22,B-,A-,nan,B+,B-,C+,nan,,nan,nan,nan,nan,nan,Bond
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,Bond,34481100,3700,40.36,False,False,True,False,-0.72%,-5.18%,-2.34%,2.49%,-0.73%,-2.43%,0.0,-2.010035,-10.369335,4.764965,-6.10847,21.32452,Corporate Bonds,2015-09-23,0.15%,2.34,2025-04-01,0.20,5.65%,Monthly,1.21%,,0.42,89.26%,22.12%,15.90%,13.43%,Northern Trust,842,5.57%,7.58%,18.75%,40%,20%,1099.0,39.94,43.08,40.23,40.61,40.65,C+,B-,A+,C,B,A,B-,6.5,53.26%,51.88%,384.8,13.68%,2.00%,Bond
SJB,ProShares Short High Yield,Bond,149093000,453379,16.39,True,-1x,False,False,-0.12%,2.40%,2.08%,-0.95%,-0.36%,-3.51%,0.0,71.64665,93.34369,59.28607,-21.423575,-4.959495,Inverse Bonds,2011-03-21,0.95%,0.88,2025-03-26,0.10,5.40%,Quarterly,0.20%,,-0.43,46.82%,14.53%,9.77%,7.60%,Proshare Advisors LLC,4,100.00%,100.00%,100.00%,40%,20%,1099.0,15.88,16.70,16.34,16.43,56.17,A,C+,C,A,B-,nan,B,,nan,nan,nan,nan,nan,Bond
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,Bond,70792700,5775,63.20,False,False,False,False,-2.28%,-3.46%,-1.30%,4.75%,4.24%,3.37%,0.0,0.0,0.0,16.302735,13.51173,51.549945,Emerging Markets Bonds,2012-03-08,0.60%,3.62,2025-03-26,0.34,5.55%,Monthly,1.42%,,0.34,28.38%,12.29%,11.62%,10.25%,WisdomTree Inc.,160,20.58%,25.65%,53.97%,40%,20%,1099.0,63.13,66.18,61.59,64.24,39.99,C,C+,C+,C+,C+,A,B,5.18,88.28%,23.49%,509.08,5.20%,2.89%,Bond
FLMI,Franklin Dynamic Municipal Bond ETF,Bond,581875000,278160,23.79,False,False,False,False,-0.17%,-3.07%,-1.73%,2.35%,3.28%,2.35%,-13.167,-8.057,184.2305,398.7215,521.118,590.453,National Munis,2017-08-31,0.30%,0.99,2025-04-01,0.09,4.16%,Monthly,0.40%,,0.15,37.23%,11.58%,8.08%,6.60%,Franklin Templeton,764,14.65%,19.25%,38.44%,40%,20%,1099.0,23.49,24.75,23.65,23.96,39.8,B-,B-,nan,B-,B-,A,nan,,nan,nan,nan,nan,nan,Bond
FLBL,Franklin Senior Loan ETF Franklin Liberty Senior Loan Fund,Bond,1031260000,673008,23.60,False,False,False,False,0.08%,-0.76%,-1.23%,4.55%,6.14%,5.95%,-7.104,40.4395,312.5975,708.277,732.1925,1004.6165,High Yield Bonds,2018-05-30,0.45%,1.82,2025-04-01,0.12,7.62%,Monthly,0.44%,,0.23,49.86%,11.87%,7.81%,5.61%,Franklin Templeton,223,38.60%,42.71%,65.41%,40%,20%,1099.0,23.20,24.13,23.53,23.67,45.44,A-,B-,nan,A,B,C,nan,,nan,nan,nan,nan,nan,Bond
ARCM,Arrow Reserve Capital Management ETF,Bond,46197800,1095,100.44,False,False,False,False,0.10%,0.32%,1.25%,4.96%,4.14%,2.36%,0.0,0.0,0.0,0.0,-5.0015,-4.9945,Money Market,2017-03-31,0.50%,4.77,2025-03-31,0.37,4.75%,Monthly,1.39%,,0.02,15.85%,0.30%,0.36%,0.40%,Arrow Funds,81,39.07%,49.21%,91.77%,40%,20%,1099.0,99.99,100.61,nan,nan,85.91,nan,A-,nan,nan,nan,B+,nan,6.81,75.62%,64.84%,182.69,14.14%,1.88%,Bond
PBTP, Invesco 0-5 Yr US TIPS ETF,Bond,55035200,17213,25.95,False,False,False,False,0.14%,0.54%,2.97%,7.02%,3.24%,3.92%,0.0,1.29682,-2.53779,-8.52951,-47.61531,50.0561,Inflation-Protected Bonds,2017-09-22,0.07%,0.84,2025-03-24,0.21,3.22%,Quarterly,0.46%,,0.1,3.30%,3.79%,2.87%,2.35%,Invesco,26,46.05%,67.02%,99.99%,40%,20%,1099.0,25.77,26.10,25.92,26.00,58.23,C+,A,C,A,B,A-,nan,5.86,33.85%,33.19%,1.6,0.00%,0.00%,Bond
SEIX,Virtus Seix Senior Loan ETF,Bond,302277000,153600,23.12,False,False,False,False,-0.60%,-1.93%,-1.93%,4.20%,5.63%,6.09%,-19.182625,-23.80325,27.6199,187.0998,233.480625,307.6727,Total Bond Market,2019-04-24,0.57%,1.81,2025-04-21,0.16,7.76%,Monthly,0.47%,,0.22,35.02%,7.35%,4.91%,3.58%,Virtus Investment Partners,126,63.16%,66.37%,83.81%,40%,20%,1099.0,22.96,23.79,23.08,23.17,37.07,B+,C+,nan,A-,B+,A,nan,,nan,nan,nan,nan,nan,Bond
PVI,Invesco Floating Rate Municipal Income ETF,Bond,28546500,6248,24.85,False,False,False,False,0.09%,0.20%,1.10%,2.58%,2.39%,1.43%,0.0,0.0009,0.00275,-11.16865,-19.963,-22.45485,National Munis,2007-11-15,0.25%,0.62,2025-04-21,0.05,2.51%,Monthly,0.18%,,-0.01,7.09%,3.70%,2.82%,2.82%,Invesco,37,43.79%,62.36%,99.98%,40%,20%,1099.0,24.71,24.93,24.81,24.88,53.36,C+,B,B-,A+,B-,B-,B+,,nan,nan,nan,nan,nan,Bond
UBT,ProShares Ultra 20+ Year Treasury,Bond,146980000,281186,16.27,False,2x,False,False,-3.10%,-11.38%,-2.99%,-6.04%,-21.63%,-24.32%,7.94524,48.1947,38.451353,80.105068,160.568103,196.543588,Leveraged Bonds,2010-01-19,0.95%,0.75,2025-03-26,0.14,4.47%,Quarterly,1.46%,,0.1,167.45%,38.42%,32.48%,29.37%,Proshare Advisors LLC,4,100.01%,100.01%,100.01%,40%,20%,1099.0,16.00,19.08,16.11,16.54,39.28,B+,B+,C+,B,A-,A,A+,,nan,nan,nan,nan,nan,Bond
FEIG,FlexShares ESG & Climate Investment Grade Corporate Core Index Fund,Bond,44043000,4376,39.98,False,False,False,False,-0.05%,-2.13%,0.08%,5.02%,1.61%,nan,0.0,2.04447,-4.14225,4.083135,2.272475,4.51562,Corporate Bonds,2021-09-20,0.12%,1.97,2025-04-01,0.17,4.90%,Monthly,0.83%,,0.41,33.64%,10.89%,8.02%,6.95%,Northern Trust,814,9.27%,12.44%,28.37%,40%,20%,1099.0,39.65,41.21,39.98,39.98,43.38,C+,B+,nan,C+,B-,A-,nan,6.88,92.10%,67.89%,100.57,5.07%,3.39%,Bond
PFIG,Invesco Fundamental Investment Grade Corporate Bond ETF,Bond,83698300,29683,23.64,False,False,True,False,0.15%,-0.64%,1.60%,6.67%,2.98%,1.34%,0.0,1.1796,27.15365,29.56385,47.10195,25.666,Corporate Bonds,2011-09-15,0.22%,0.98,2025-04-21,0.08,4.14%,Monthly,0.46%,,0.19,37.46%,7.61%,5.48%,4.85%,Invesco,785,5.38%,7.35%,18.40%,40%,20%,1099.0,23.45,23.98,23.57,23.71,48.93,B-,B-,B,B,B-,B,B+,6.61,71.82%,56.46%,193.59,11.03%,4.40%,Bond
BKHY,BNY Mellon High Yield ETF,Bond,188406000,92195,46.52,False,False,False,False,0.24%,-2.29%,-0.78%,7.43%,4.87%,nan,0.0,-157.502,-147.8125,-80.731,164.8605,183.33339,High Yield Bonds,2020-04-24,0.22%,3.49,2025-04-01,0.26,7.36%,Monthly,1.28%,,0.43,41.11%,14.85%,10.01%,7.70%,BNY Mellon,1687,4.79%,6.28%,13.68%,40%,20%,1099.0,45.34,48.18,46.29,46.85,44.7,B-,A,nan,B-,B-,C+,nan,5.43,33.33%,26.83%,219.8,7.02%,2.98%,Bond
OVT,Overlay Shares Short Term Bond ETF,Bond,60658200,46425,21.41,False,False,False,False,-0.06%,-1.77%,-0.83%,6.42%,3.30%,nan,0.0,13.0684,-1.8415,0.3534,3.12125,68.953225,Corporate Bonds,2021-01-14,0.80%,1.37,2025-04-03,0.37,6.32%,Annually,0.48%,,0.26,6.36%,7.66%,5.68%,5.08%,Liquid Strategies,4,100.00%,100.00%,100.00%,40%,20%,1099.0,21.23,21.95,21.34,21.49,41.05,B-,C,nan,B,B-,A,nan,6.66,68.66%,58.28%,146.41,9.52%,2.37%,Bond
PIFI,ClearShares Piton Intermediate Fixed income ETF,Bond,100909000,1263,93.78,False,False,False,False,0.23%,0.14%,2.09%,6.21%,2.32%,nan,0.0,0.0,0.0,403.28496,371.330868,509.786928,Corporate Bonds,2020-10-01,0.45%,2.33,2025-03-28,0.20,2.48%,Quarterly,1.55%,,0.13,16.53%,4.61%,3.64%,3.25%,ClearShares LLC,71,28.63%,39.05%,83.87%,40%,20%,1099.0,93.06,94.47,93.68,93.99,54.24,C,C,nan,B+,C+,B+,nan,5.95,21.80%,35.36%,263.32,8.01%,0.98%,Bond
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Bond,448589000,131419,22.12,False,False,False,False,-0.16%,-1.53%,0.35%,7.72%,4.31%,5.11%,4.4534,11.1028,87.8182,258.2129,406.5286,430.7348,High Yield Bonds,2019-09-12,0.42%,1.51,2025-04-21,0.12,6.73%,Monthly,0.57%,,0.48,6.17%,10.66%,7.07%,5.62%,Invesco,153,21.02%,27.64%,59.18%,40%,20%,1099.0,21.86,22.63,22.08,22.16,45.04,B,B,nan,C+,B-,B,nan,5.34,24.11%,25.47%,200.03,7.32%,2.04%,Bond
MBND,SPDR Nuveen Municipal Bond ETF,Bond,27986800,17703,26.65,False,False,False,False,0.19%,-2.59%,-2.43%,0.55%,1.92%,nan,0.0,-24.508493,-24.508493,-19.010465,-7.15083,1.762019,Government Bonds,2021-02-03,0.40%,0.78,2025-04-01,0.07,2.89%,Monthly,0.35%,,0.22,28.30%,10.10%,6.96%,5.66%,State Street,74,29.18%,39.54%,85.47%,40%,20%,1099.0,26.45,27.59,26.56,26.72,37.06,C,C,B+,B+,B,A,nan,,nan,nan,nan,nan,nan,Bond
XOVR,ERShares Private-Public Crossover ETF,Bond,288023000,389797,14.92,False,False,False,False,-4.66%,-9.90%,-17.16%,5.78%,9.13%,5.77%,0.0,0.43025,143.72475,247.45825,274.34775,239.593,High Yield Bonds,2017-11-07,0.75%,0.00,2021-12-21,8.73,0.00%,Annually,1.52%,,0.15,211.81%,53.43%,40.29%,33.47%,Capital Impact Advisors,32,48.63%,63.76%,99.99%,40%,20%,1099.0,14.33,17.19,14.73,15.16,39.26,C+,A,C,C+,B,B-,A-,5.49,1.95%,27.59%,13.62,2.72%,8.80%,Bond
THY,Toews Agility Shares Dynamic Tactical Income ETF,Bond,36682500,14017,21.89,False,False,False,False,-0.03%,-0.65%,-0.99%,3.43%,1.93%,nan,0.54825,1.09625,2.21775,5.664,5.42625,38.898475,High Yield Bonds,2020-06-25,1.15%,0.99,2025-04-17,0.05,4.53%,Annually,0.38%,,0.18,29.17%,3.11%,3.24%,3.43%,Toews Corp.,1,100.00%,100.00%,100.00%,40%,20%,1099.0,21.80,22.02,21.88,21.90,42.64,C+,C,nan,A,nan,nan,nan,5.64,11.46%,29.61%,243.69,7.02%,3.33%,Bond
OBND,SPDR Loomis Sayles Opportunistic Bond ETF,Bond,45589200,5610,25.31,False,False,False,False,0.28%,-1.88%,0.02%,6.14%,2.60%,nan,0.0,0.0,-2.580472,9.17233,8.846895,22.324574,Total Bond Market,2021-09-27,0.55%,1.66,2025-04-01,0.13,6.49%,Monthly,0.53%,,0.35,6.06%,6.22%,4.82%,4.25%,State Street,379,37.22%,40.04%,54.53%,40%,20%,1099.0,25.04,26.00,25.29,25.35,41.17,C,C+,nan,B+,C,C,nan,,nan,nan,nan,nan,nan,Bond
NUSA,Nuveen ESG 1-5 Year U.S. Aggregate Bond ETF,Bond,32514000,6052,23.25,False,False,True,False,0.30%,0.47%,2.29%,6.87%,3.16%,1.36%,0.0,2.313921,6.90617,9.004908,-2.254182,0.469738,Total Bond Market,2017-03-31,0.16%,0.92,2025-04-01,0.08,3.96%,Monthly,0.39%,,0.07,8.29%,3.09%,2.46%,2.31%,TIAA Board of Governors,313,34.15%,42.88%,67.73%,40%,20%,1099.0,23.08,23.34,23.25,23.26,58.59,C+,B+,nan,A-,B+,A-,nan,6.34,75.56%,45.21%,85.0,0.75%,0.76%,Bond
IBHE,iShares iBonds 2025 Term High Yield & Income ETF,Bond,578546000,180651,23.20,False,False,False,False,0.17%,0.27%,1.38%,6.47%,5.87%,6.60%,0.0,-26.67093,-52.197985,86.898725,528.92746,565.92328,High Yield Bonds,2019-05-07,0.35%,1.50,2025-04-01,0.11,6.47%,Monthly,0.41%,,0.35,12.71%,3.39%,2.41%,1.96%,BlackRock Inc.,222,32.82%,41.70%,74.60%,40%,20%,1099.0,23.05,23.23,23.18,23.23,58.96,B-,A-,B,A-,A-,A,nan,5.94,82.98%,35.20%,173.93,11.68%,3.87%,Bond
AVSF,Avantis Short-Term Fixed Income ETF,Bond,600489000,41035,46.51,False,False,False,False,0.26%,0.15%,1.87%,6.10%,3.23%,nan,2.32833,-0.009035,18.476825,247.11793,527.83727,584.2933,Total Bond Market,2020-10-15,0.15%,2.04,2025-04-01,0.16,4.37%,Monthly,0.73%,,0.1,7.59%,3.66%,2.85%,2.53%,American Century Investments,545,10.06%,14.31%,34.29%,40%,20%,1099.0,46.23,46.77,46.46,46.60,54.74,B-,A-,nan,A-,B,C+,nan,6.53,60.20%,52.90%,172.74,6.55%,2.67%,Bond
MINO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,Bond,285536000,76222,43.75,False,False,False,False,-0.05%,-2.59%,-2.07%,0.66%,2.62%,nan,5.2392,12.8454,56.9846,151.791,255.9508,255.4508,High Yield Bonds,2021-09-08,0.39%,1.71,2025-04-01,0.13,3.91%,Monthly,0.54%,,0.26,34.30%,13.35%,9.21%,7.24%,Allianz Investment Management LLC,348,15.84%,19.81%,41.35%,40%,20%,1099.0,43.24,45.31,43.60,43.94,41.24,B,B+,nan,A,A,B+,nan,,nan,nan,nan,nan,nan,Bond
IHYF,Invesco High Yield Bond Factor ETF,Bond,44545500,25030,21.54,False,False,False,False,-0.95%,-4.23%,-2.57%,5.50%,3.89%,nan,0.0,-12.05064,-7.11134,-6.62374,8.74525,35.86002,High Yield Bonds,2020-12-02,0.39%,1.61,2025-04-21,0.13,7.36%,Monthly,0.59%,,0.41,8.71%,14.36%,9.84%,7.61%,Invesco,301,8.19%,11.63%,31.39%,40%,20%,1099.0,21.22,22.74,21.46,21.59,37.27,C,B+,nan,B+,B+,A,nan,5.52,49.65%,28.01%,280.24,4.95%,2.39%,Bond
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,Bond,241748000,50592,24.37,False,False,False,False,-0.33%,-0.19%,0.06%,2.92%,1.99%,1.15%,0.0,-4.8974,-4.8909,24.4945,189.2194,232.9144,National Munis,2019-09-25,0.18%,0.62,2025-04-21,0.05,2.56%,Monthly,0.26%,,0.1,6.92%,2.35%,1.94%,1.69%,Invesco,1057,13.43%,16.34%,31.85%,40%,20%,1099.0,24.38,24.52,24.33,24.42,41.2,B-,A-,nan,A-,B-,C,nan,,nan,nan,nan,nan,nan,Bond
MTGP,WisdomTree Mortgage Plus Bond Fund,Bond,56360200,9613,43.36,False,False,False,False,-0.16%,-0.94%,1.26%,6.48%,0.98%,-0.31%,0.0,0.0,-0.0907,8.41513,20.5832,35.990188,Mortgage Backed Securities,2019-11-14,0.45%,1.81,2025-03-26,0.14,4.15%,Monthly,0.93%,,0.14,76.48%,7.73%,6.37%,6.18%,WisdomTree Inc.,161,37.94%,46.27%,74.44%,40%,20%,1099.0,43.09,44.22,43.30,43.47,46.6,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,Bond
SPSK,SP Funds Dow Jones Global Sukuk ETF,Bond,302471000,155430,17.91,False,False,False,False,0.22%,-0.61%,0.98%,5.51%,1.94%,1.44%,0.0,5.833253,32.521715,109.1073,255.339248,287.422625,Total Bond Market,2019-12-30,0.50%,0.63,2025-03-25,0.03,3.50%,Monthly,0.30%,,0.19,46.85%,6.24%,6.22%,5.69%,Tidal Financial Group,135,18.93%,25.94%,58.83%,40%,20%,1099.0,17.86,18.06,nan,nan,50.1,B,C+,nan,A-,B,A-,nan,4.44,2.01%,13.65%,1721.06,0.00%,0.65%,Bond
